date,mac_score,liquidity,valuation,positioning,volatility,policy,contagion,private_credit,interpretation,crisis_event,data_quality,momentum_1w,momentum_4w,trend_direction,mac_status,is_deteriorating
1971-03-12,0.47285714285714286,0.0,1.0,0.5,0.0,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,,,unknown,STRETCHED,False
1971-03-19,0.5014285714285713,0.20000000000000015,1.0,0.5,0.0,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,0.02857142857142847,,stable,CAUTIOUS,False
1971-03-26,0.5542857142857143,0.36000000000000026,1.0,0.5,0.0,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,0.052857142857142936,,improving,CAUTIOUS,False
1971-04-02,0.5885714285714286,0.6000000000000001,1.0,0.5,0.0,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,0.034285714285714364,0.11571428571428577,improving,CAUTIOUS,False
1971-04-09,0.5157142857142857,0.2999999999999999,1.0,0.5,0.0,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,-0.07285714285714295,0.042857142857142816,stable,CAUTIOUS,False
1971-04-16,0.49285714285714277,0.1399999999999997,1.0,0.5,0.0,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,-0.02285714285714291,-0.008571428571428563,stable,STRETCHED,False
1971-04-23,0.5514285714285714,0.33999999999999986,1.0,0.5,0.0,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,0.05857142857142861,-0.0028571428571428914,stable,CAUTIOUS,False
1971-04-30,0.5542857142857143,0.36000000000000026,1.0,0.5,0.0,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,0.0028571428571428914,-0.034285714285714364,declining,CAUTIOUS,False
1971-05-07,0.47285714285714286,0.0,1.0,0.5,0.0,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,-0.0814285714285714,-0.042857142857142816,declining,STRETCHED,False
1971-05-14,0.5714285714285715,0.4800000000000004,1.0,0.5,0.0,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,0.09857142857142864,0.07857142857142874,improving,CAUTIOUS,False
1971-05-21,0.5742857142857143,0.5,1.0,0.5,0.0,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,0.0028571428571427804,0.02285714285714291,stable,CAUTIOUS,False
1971-05-28,0.47285714285714286,0.0,1.0,0.5,0.0,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,-0.10142857142857142,-0.0814285714285714,declining,STRETCHED,True
1971-06-04,0.4928571428571429,0.14000000000000057,1.0,0.5,0.0,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,0.020000000000000018,0.020000000000000018,stable,STRETCHED,False
1971-06-11,0.6028571428571429,0.7000000000000002,1.0,0.5,0.0,1.0,0.5,0.52,COMFORTABLE - Markets can absorb moderate shocks,,poor,0.10999999999999999,0.03142857142857136,stable,CAUTIOUS,False
1971-06-18,0.6457142857142857,1.0,1.0,0.5,0.0,1.0,0.5,0.52,COMFORTABLE - Markets can absorb moderate shocks,,poor,0.042857142857142816,0.0714285714285714,improving,CAUTIOUS,False
1971-06-25,0.6239402023477129,0.5,1.0,0.5,0.3475814164339899,1.0,0.5,0.52,COMFORTABLE - Markets can absorb moderate shocks,,poor,-0.021774083366572827,0.15108305949057,improving,CAUTIOUS,False
1971-07-02,0.7002027453371898,1.0,1.0,0.5,0.38141921736032947,1.0,0.5,0.52,COMFORTABLE - Markets can absorb moderate shocks,,poor,0.07626254298947699,0.20734560248004696,improving,COMFORTABLE,False
1971-07-09,0.7086134881119988,1.0,1.0,0.5,0.4402944167839924,1.0,0.5,0.52,COMFORTABLE - Markets can absorb moderate shocks,,poor,0.00841074277480891,0.10575634525485589,improving,COMFORTABLE,False
1971-07-16,0.7206137012045697,1.0,1.0,0.5,0.5242959084319884,1.0,0.5,0.52,COMFORTABLE - Markets can absorb moderate shocks,,poor,0.012000213092570933,0.074899415490284,improving,COMFORTABLE,False
1971-07-23,0.6457142857142857,1.0,1.0,0.5,0.0,1.0,0.5,0.52,COMFORTABLE - Markets can absorb moderate shocks,,poor,-0.074899415490284,0.021774083366572827,stable,CAUTIOUS,False
1971-07-30,0.6432284735387641,0.649999999999999,1.0,0.5,0.33259931477134996,1.0,0.5,0.52,COMFORTABLE - Markets can absorb moderate shocks,,poor,-0.0024858121755215734,-0.056974271798425735,declining,DETERIORATING,True
1971-08-06,0.5938909126880153,0.3000000000000007,0.9999999999999998,0.5,0.3372363888161063,1.0,0.5,0.52,"THIN - Limited buffer, elevated transmission risk",,poor,-0.04933756085074881,-0.11472257542398345,rapidly_declining,DETERIORATING,True
1971-08-13,0.6094320323173369,0.040000000000000854,1.0,0.5,0.7060242262213574,1.0,0.5,0.52,COMFORTABLE - Markets can absorb moderate shocks,,poor,0.015541119629321587,-0.1111816688872328,rapidly_declining,DETERIORATING,True
